
[1793, 43, 0, 0.0, 0.5, 0]
[1793, 44, 1, 0.0005, 0.5155, 0]
[1793, 48, 2, 0.0011, 0.5156, 0]
[1793, 46, 3, 0.0016, 0.5156, 0]
[1793, 40, 4, 0.0022, 0.5, 0]
[1793, 45, 5, 0.0027, 0.5155, 0]
[1793, 44, 6, 0.0033, 0.5156, 3]
[1793, 44, 7, 0.0039, 0.5155, 8]
[1793, 47, 8, 0.0044, 0.5156, 11]
[1793, 44, 9, 0.005, 0.5, 18]
[1795, 40, 0, 0.0, 0.5, 0]
[1795, 49, 1, 0.0005, 0.5089, 0]
[1795, 41, 2, 0.0011, 0.5156, 0]
[1795, 41, 3, 0.0016, 0.5156, 1]
[1795, 43, 4, 0.0022, 0.5156, 1]
[1795, 49, 5, 0.0027, 0.5155, 2]
[1795, 41, 6, 0.0033, 0.5, 5]
[1795, 47, 7, 0.0038, 0.5155, 5]
[1795, 48, 8, 0.0044, 0.5, 5]
[1795, 42, 9, 0.005, 0.5156, 8]
[1795, 44, 10, 0.0055, 0.5156, 10]
[1795, 47, 11, 0.0061, 0.5156, 14]
[1795, 42, 12, 0.0066, 0.5156, 24]
[1795, 40, 13, 0.0072, 0.5156, 37]
[1795, 40, 14, 0.0077, 0.5156, 51]
[1795, 43, 15, 0.0083, 0.5155, 63]
[1795, 41, 16, 0.0089, 0.5, 78]
[1795, 46, 17, 0.0094, 0.5156, 89]
[1795, 49, 18, 0.01, 0.5156, 98]
[1795, 42, 19, 0.0105, 0.5155, 115]
[1795, 45, 20, 0.0111, 0.5, 130]
[1795, 46, 21, 0.0116, 0.5119, 145]
[1795, 45, 22, 0.0122, 0.5156, 162]
[1795, 47, 23, 0.0128, 0.5156, 178]
[1795, 46, 24, 0.0133, 0.5155, 196]
[1795, 47, 25, 0.0139, 0.5156, 214]
[1795, 42, 26, 0.0144, 0.5156, 238]
[1795, 44, 27, 0.015, 0.5155, 261]
[1795, 49, 28, 0.0155, 0.5156, 280]
[1795, 44, 29, 0.0161, 0.5155, 305]
[1795, 41, 30, 0.0167, 0.5156, 334]
[1795, 44, 31, 0.0172, 0.5156, 361]
[1795, 42, 32, 0.0178, 0.5156, 391]
[1795, 41, 33, 0.0183, 0.5155, 423]
[1795, 48, 34, 0.0189, 0.5156, 449]
[1795, 45, 35, 0.0194, 0.5156, 479]
[1795, 47, 36, 0.02, 0.5155, 508]
[1795, 47, 37, 0.0206, 0.5, 538]
[1795, 42, 38, 0.0211, 0.5156, 574]
[1795, 48, 39, 0.0217, 0.5156, 605]
[1795, 40, 40, 0.0222, 0.5001, 645]
[1795, 41, 41, 0.0228, 0.5156, 685]
[1795, 43, 42, 0.0233, 0.5156, 724]
[1795, 48, 43, 0.0239, 0.5156, 759]
[1795, 46, 44, 0.0245, 0.5156, 797]
[1795, 47, 45, 0.025, 0.5156, 835]
[1795, 49, 46, 0.0256, 0.5156, 872]
[1795, 45, 47, 0.0261, 0.5156, 914]
[1795, 49, 48, 0.0267, 0.5156, 953]
[1795, 47, 49, 0.0272, 0.5156, 995]
[1795, 49, 50, 0.0278, 0.5156, 1036]
[1795, 44, 51, 0.0284, 0.5156, 1083]
[1795, 49, 52, 0.0289, 0.5155, 1126]
[1795, 49, 53, 0.0295, 0.5156, 1170]
[1795, 43, 54, 0.03, 0.5155, 1221]
[1795, 48, 55, 0.0306, 0.5, 1268]
[1795, 48, 56, 0.0311, 0.5156, 1316]
[1795, 45, 57, 0.0317, 0.5156, 1368]
[1795, 42, 58, 0.0323, 0.5156, 1424]
[1795, 47, 59, 0.0328, 0.5156, 1476]
[1795, 48, 60, 0.0334, 0.51, 1528]
[1795, 45, 61, 0.0339, 0.5156, 1584]
[1795, 42, 62, 0.0345, 0.5156, 1644]
[1795, 45, 63, 0.035, 0.5155, 1702]
[1795, 49, 64, 0.0356, 0.5, 1757]
[1795, 43, 65, 0.0362, 0.5156, 1819]
[1795, 47, 66, 0.0367, 0.5156, 1878]
[1795, 47, 67, 0.0373, 0.5155, 1938]
[1795, 49, 68, 0.0378, 0.5156, 1997]
[1795, 47, 69, 0.0384, 0.5155, 2059]
[1795, 41, 70, 0.0389, 0.5156, 2128]
[1795, 46, 71, 0.0395, 0.5155, 2193]
[1795, 43, 72, 0.0401, 0.5155, 2262]
[1795, 41, 73, 0.0406, 0.5, 2334]
[1795, 41, 74, 0.0412, 0.5156, 2407]
[1795, 48, 75, 0.0417, 0.5156, 2474]
[1795, 43, 76, 0.0423, 0.5156, 2547]
[1795, 40, 77, 0.0428, 0.5156, 2624]
[1795, 43, 78, 0.0434, 0.5156, 2699]
[1795, 45, 79, 0.044, 0.5156, 2773]
[1795, 40, 80, 0.0445, 0.5047, 2853]
[1795, 45, 81, 0.0451, 0.5155, 2929]
[1795, 45, 82, 0.0456, 0.5, 3006]
[1795, 44, 83, 0.0462, 0.5156, 3085]
[1795, 49, 84, 0.0467, 0.5156, 3160]
[1795, 40, 85, 0.0473, 0.5156, 3245]
[1795, 42, 86, 0.0479, 0.5155, 3329]
[1795, 46, 87, 0.0484, 0.5156, 3410]
[1795, 41, 88, 0.049, 0.5155, 3497]
[1795, 47, 89, 0.0495, 0.5, 3579]
[1795, 45, 90, 0.0501, 0.5, 3664]
[1795, 42, 91, 0.0506, 0.5156, 3753]
[1795, 48, 92, 0.0512, 0.5, 3837]
[1795, 49, 93, 0.0518, 0.5, 3921]
[1795, 43, 94, 0.0523, 0.5156, 4012]
[1795, 40, 95, 0.0529, 0.5156, 4107]
[1795, 45, 96, 0.0534, 0.5156, 4198]
[1795, 49, 97, 0.054, 0.5155, 4286]
[1795, 43, 98, 0.0545, 0.5, 4381]
[1795, 48, 99, 0.0551, 0.5153, 4472]
[1795, 42, 100, 0.0557, 0.5156, 4570]
[1795, 48, 101, 0.0562, 0.5155, 4663]
